iter	Passed	Remaining
674	1647	793
675	1649	790
676	1651	787
677	1653	785
678	1656	783
679	1658	780
680	1660	778
681	1663	775
682	1665	773
683	1667	770
684	1670	768
685	1672	765
686	1674	763
687	1677	760
688	1680	758
689	1682	755
690	1684	753
691	1686	750
692	1689	748
693	1691	745
694	1693	743
695	1696	740
696	1698	738
697	1700	735
698	1703	733
699	1706	731
700	1708	728
701	1710	726
702	1712	723
703	1714	721
704	1716	718
705	1719	716
706	1721	713
707	1723	710
708	1725	708
709	1727	705
710	1730	703
711	1732	700
712	1734	698
713	1736	695
714	1739	693
715	1741	690
716	1743	688
717	1746	685
718	1748	683
719	1750	680
720	1753	678
721	1755	675
722	1757	673
723	1759	670
724	1762	668
725	1764	666
726	1767	663
727	1769	661
728	1772	658
729	1774	656
730	1777	653
731	1779	651
732	1782	649
733	1784	646
734	1786	644
735	1788	641
736	1791	639
737	1793	636
738	1795	634
739	1798	631
740	1800	629
741	1802	626
742	1805	624
743	1808	622
744	1810	619
745	1812	617
746	1814	614
747	1817	612
748	1819	609
749	1821	607
750	1824	604
751	1826	602
752	1828	599
753	1831	597
754	1833	594
755	1836	592
756	1838	590
757	1840	587
758	1843	585
759	1845	582
760	1847	580
761	1850	577
762	1852	575
763	1855	573
764	1857	570
765	1859	568
766	1861	565
767	1864	563
768	1866	560
769	1869	558
770	1871	555
771	1873	553
772	1875	550
773	1877	548
774	1880	545
775	1882	543
776	1885	541
777	1887	538
778	1889	536
779	1892	533
780	1894	531
781	1897	529
782	1900	526
783	1902	524
784	1905	521
785	1907	519
786	1909	516
787	1911	514
788	1914	511
789	1916	509
790	1919	507
791	1921	504
792	1923	502
793	1926	499
794	1929	497
795	1931	495
796	1934	492
797	1936	490
798	1938	487
799	1941	485
800	1943	482
801	1946	480
802	1948	478
803	1950	475
804	1953	473
805	1955	470
806	1958	468
807	1960	465
808	1962	463
809	1964	460
810	1967	458
811	1970	456
812	1972	453
813	1974	451
814	1976	448
815	1978	446
816	1981	443
817	1984	441
818	1986	439
819	1989	436
820	1991	434
821	1993	431
822	1996	429
823	1998	426
824	2001	424
825	2003	422
826	2006	419
827	2008	417
828	2010	414
829	2012	412
830	2015	409
831	2017	407
832	2020	404
833	2022	402
834	2024	400
835	2026	397
836	2029	395
837	2031	392
838	2034	390
839	2036	387
840	2038	385
841	2041	383
842	2043	380
843	2046	378
844	2048	375
845	2050	373
846	2053	370
847	2055	368
848	2057	365
849	2060	363
850	2062	361
851	2065	358
852	2067	356
853	2069	353
854	2072	351
855	2074	349
856	2077	346
857	2079	344
858	2081	341
859	2084	339
860	2086	336
861	2089	334
862	2091	332
863	2093	329
864	2096	327
865	2098	324
866	2100	322
867	2102	319
868	2104	317
869	2107	314
870	2109	312
871	2111	309
872	2113	307
873	2116	305
874	2118	302
875	2120	300
876	2123	297
877	2124	295
878	2126	292
879	2129	290
880	2131	287
881	2133	285
882	2136	283
883	2138	280
884	2140	278
885	2142	275
886	2145	273
887	2147	270
888	2149	268
889	2152	265
890	2154	263
891	2156	261
892	2158	258
893	2161	256
894	2163	253
895	2166	251
896	2168	248
897	2170	246
898	2172	244
899	2174	241
900	2176	239
901	2179	236
902	2181	234
903	2184	231
904	2186	229
905	2188	227
906	2190	224
907	2193	222
908	2196	219
909	2198	217
910	2200	215
911	2203	212
912	2205	210
913	2208	207
914	2210	205
915	2213	202
916	2215	200
917	2218	198
918	2220	195
919	2222	193
920	2224	190
921	2227	188
922	2229	185
923	2231	183
924	2234	181
925	2236	178
926	2239	176
927	2241	173
928	2243	171
929	2245	169
930	2248	166
931	2250	164
932	2253	161
933	2255	159
934	2258	156
935	2260	154
936	2262	152
937	2265	149
938	2267	147
939	2269	144
940	2272	142
941	2274	140
942	2277	137
943	2278	135
944	2280	132
945	2282	130
946	2283	127
947	2284	125
948	2285	122
949	2287	120
950	2288	117
951	2289	115
952	2290	112
953	2291	110
954	2292	108
955	2294	105
956	2295	103
957	2296	100
958	2297	98
959	2298	95
960	2299	93
961	2300	90
962	2301	88
963	2302	85
964	2303	83
965	2304	81
966	2305	78
967	2306	76
968	2307	73
969	2308	71
970	2309	68
971	2310	66
972	2311	64
973	2312	61
974	2313	59
975	2314	56
976	2315	54
977	2316	52
978	2317	49
979	2318	47
980	2319	44
981	2320	42
982	2321	40
983	2322	37
984	2323	35
985	2324	33
986	2326	30
987	2327	28
988	2328	25
989	2329	23
990	2330	21
991	2331	18
992	2332	16
993	2333	14
994	2334	11
995	2335	9
996	2336	7
997	2337	4
998	2338	2
999	2340	0
